"plu_balanza","nombre","precio_venta","codigo_barra_externo","mg"
"1203","GALLETAS SANTIAGO CHOCOLATE 25","1400","0120300000","25"
"1204","GALLETAS SANTIAGO CHIPS 250G","1400","0120400000","25"
"1205","PALMITOS ENTEROS ANGELMO 400G","2800","0120500000","25"
"1207","GALLETAS ARROZ SELZ 100G","2150","0120700000","25"
"1208","GALLETA ARROZ CHOC ARCOR 167G","2150","0120800000","25"
"1209","PAN RALLADO TRAD IDEAL 250G","1650","0120900000","25"
"1210","RAPIDITAS CLASICAS 200G","1750","0121000000","25"
"1211","RAPIDITAS LINAZA CHIA 200G","1600","0121100000","25"
"1212","FAJITAS TIA ROSA L 10U","1950","0121200000","25"
"1213","PACK FIESTA TIA ROSA M 24U","3450","0121300000","25"
"1214","BURRERA XL TIA ROSA 8U","2800","0121400000","25"
"1215","GRANDOTA XXL TIA ROSA 8U","3500","0121500000","25"
"1216","IDEAL PREPIZZA CLASICA 2U 500G","2300","0121600000","25"
"1217","IDEAL PREPIZZA TOQ CEB 2U 500G","2300","0121700000","25"
"1218","IDEAL PRE PIZZA 1 METRO 750G","3000","0121800000","25"
"1219","IDEAL PAN BLANCO XL FAMIL 740G","3700","0121900000","25"
"1220","IDEAL PAN BLANCO M 550G","2500","0122000000","25"
"1221","IDEAL PAN BLANCO CH 350G","1500","0122100000","25"
"1222","IDEAL HOT DOG 8PZAS 480G","2300","0122200000","25"
"1223","IDEAL HAMBURGUESA 8PZAS 520G","2650","0122300000","25"
"1224","FUCHS MULTIGRANO 380G","2450","0122400000","25"
"1225","FUCHS LINAZA-CHIA 380G","3700","0122500000","25"
"1226","FUCHS INTEGRAL 650G","3000","0122600000","25"
"1227","MERMEL DURAZ LIGHT WATTS 225","1500","0122700000","25"
"1228","MERMELADA DAMASCO LOSLAGOS 225","1350","0122800000","25"
"1229","MERMELADA DAMASCO WATTS 225G","1700","0122900000","25"
"1230","MERMELADA FRAMBUESA WATTS 225G","1700","0123000000","25"
"1231","MERMELADA CIRUELA WATTS 225G","1700","0123100000","25"
"1232","MERMELADA FRUTILLA REGIMEL 200","1600","0123200000","25"
"1233","MERMELADA BERRIES REGIMEL 200G","1600","0123300000","25"
"1234","MERMELADA FRUTILLA WATTS 225G","1700","0123400000","25"
"1235","MERMELADA MORA LOS LAGOS 225G","1350","0123500000","25"
"1236","MAXI CHIPS COSTA 200G","2000","0123600000","25"
"1237","KUKY CLASICA 120G","1300","0123700000","25"
"1238","MERMELADA DURAZNO WATTS 225G","1700","0123800000","25"
"1239","KUKY CHOCOLATE 120G","1300","0123900000","25"
"1240","FRAC VAINILLA 130G","900","0124000000","25"
"1241","FRAC NARANJA 130G","900","0124100000","25"
"1242","FRAC BICAPPUCCINO 130G","900","0124200000","25"
"1243","FRAC BI CHOCOFRUTILLA 130G","900","0124300000","25"
"1244","NIK BOCADO 71G","650","0124400000","25"
"1245","NIK FRUTILLA 71G","650","0124500000","25"
"1246","GALLETAS AGUA MCKAY 180G","1250","0124600000","25"
"1247","GALLETAS SODA LINE COSTA 160G","1300","0124700000","25"
"1248","GALLETA SODA CLASIC MCKAY 180G","1350","0124800000","25"
"1249","GALLETAS SODA LIGHT MCKAY 180G","1250","0124900000","25"
"1250","GALLETAS SODA COSTA 160G","1300","0125000000","25"
"1251","ALTEZA HELADO MCKAY 140G","1650","0125100000","25"
"1252","ALTEZA FRUTILLA MCKAY 140G","1650","0125200000","25"
"1253","ALTEZA BOCADO MCKAY 140G","1650","0125300000","25"
"1254","ALTEZA CHIRIMOYA MCKAY 140G","1650","0125400000","25"
"1255","TRITON VAINILLA 126G","990","0125500000","25"
"1256","TRITON FRUTILLA 126G","990","0125600000","25"
"1257","TRITON CHOCO WHITE 126G","990","0125700000","25"
"1258","TRITON LIMON WHITE 126G","990","0125800000","25"
"1259","GALLETAS COCO MCKAY 120G","1000","0125900000","25"
"1260","GALLETAS NIZA MCKAY 150G","1000","0126000000","25"
"1261","GALLETAS LIMON MCKAY 120G","900","0126100000","25"
"1262","GALLETAS VINO MCKAY 155G","950","0126200000","25"
"1263","GALLETAS MARAVILLA MCKAY 120G","860","0126300000","25"
"1264","GALLETAS MANTEQUILLA MCKAY 140","1000","0126400000","25"
"1265","GALLETAS ROCKLETS CHOCO 165G","1750","0126500000","25"
"1266","GALLETAS ROCKLETS VAINILLA 165","1750","0126600000","25"
"1267","GRAN CEREAL CACAO COSTA 135G","1000","0126700000","25"
"1268","TUAREG COCO 120G","800","0126800000","25"
"1269","BROWNIE CHIPS COSTA 120G","1050","0126900000","25"
"1270","RIGOCHOC CLASICO 113G","1450","0127000000","25"
"1271","GRILL CLASICA MCKAY 140G","1450","0127100000","25"
"1272","FRAC CLASICA 130G","900","0127200000","25"
"1273","NIK BLOCK CHOCOLATE 130G","1750","0127300000","25"
"1274","DINDON VAINILLA 115G","790","0127400000","25"
"1275","TRITON CHOCOLATE 126G","990","0127500000","25"
"1276","GALLETA CARAMEL COSTA 150G","1000","0127600000","25"
"1277","KUKY CHIP CHIPERS 190G","1950","0127700000","25"
"1278","KUKY CHIP CHIPERS BLANCO 190G","1950","0127800000","25"
"1279","SALVADO LINAZA SELZ 519G","2950","0127900000","25"
"1280","SALVADO BAGLEY TRIPACK 600G","3100","0128000000","25"
"1281","MEGA DUO CHOCOLATE 500G","2350","0128100000","25"
"1282","KRYZPO GIGANTE 260G","4650","0128200000","25"
"1283","KRYZPO ORIGINAL 83G","1600","0128300000","25"
"1284","KRYZPO QUESO 83G","1450","0128400000","25"
"1285","KRYZPO ORIGINAL 37G","890","0128500000","25"
"1286","KRYZPO PIZZA 37G","890","0128600000","25"
"1287","KRYZPO CREMA CEBOLLA 37G","890","0128700000","25"
"1288","LAYS ORIGINAL STAX 134G","2000","0128800000","25"
"1289","LAYS STAX ORIGINAL 36G","1000","0128900000","25"
"1290","KRYZPO QUESO GIGANTE 260G","4050","0129000000","25"
"1291","KRYZPO QUESO 130G","2400","0129100000","25"
"1292","KRYZPO CREMA CEBOLLA 130G","2800","0129200000","25"
"1293","DE TODITO QUESO 50G","700","0129300000","25"
"1294","DE TODITO QUESO 120G","1500","0129400000","25"
"1295","DE TODITO ORIGINAL 50G","700","0129500000","25"
"1296","DE TODITO ORIGINAL 84G","1000","0129600000","25"
"1297","DE TODITO ORIGINAL 120G","1550","0129700000","25"
"1298","DE TODITO ORIGINAL 275G","2500","0129800000","25"
"1299","KRYZPO ORIGINAL 130G","2800","0129900000","25"
"1300","CHEEZELS QUESO 30G","890","0130000000","25"
"1301","CHEEZELS QUESO 70G","1000","0130100000","25"
"1302","CHEEZELS QUESO 100G","1500","0130200000","25"
"1303","CHEEZELS QUESO 200G","2200","0130300000","25"
"1304","RAMITAS EVERCRISP QUESO 48G","700","0130400000","25"
"1305","RAMITAS EVERCRISP QUESO 110G","1500","0130500000","25"
"1306","RAMITAS EVERCRISP QUESO 230G","2250","0130600000","25"
"1307","RAMITAS EVERCRISP ORIGINAL 48G","600","0130700000","25"
"1308","RAMITAS EVERCRISP ORIGINAL 110","1550","0130800000","25"
"1309","RAMITAS EVERCRISP ORIGINAL 230","2250","0130900000","25"
"1310","DORITOS QUESO 40G","750","0131000000","25"
"1311","DORITOS QUESO 72G","1000","0131100000","25"
"1312","DORITOS QUESO 100G","1500","0131200000","25"
"1313","LAYS JAMON SERRANO 36G","700","0131300000","25"
"1314","LAYS JAMON SERRANO 68G","1000","0131400000","25"
"1315","CHEETOS 50G","700","0131500000","25"
"1316","CHEETOS 84G","1000","0131600000","25"
"1317","CHEETOS 110G","1500","0131700000","25"
"1318","LAYS CORTE AMERICANO 38G","700","0131800000","25"
"1319","LAYS CORTE AMERICANO 68G","1000","0131900000","25"
"1320","LAYS CORTE AMERICANO 100G","1550","0132000000","25"
"1321","LAYS OREGANO 36G","700","0132100000","25"
"1322","LAYS OREGANO 68G","1000","0132200000","25"
"1323","LAYS ARTESANAS CAPRESE 150G","2200","0132300000","25"
"1324","LAYS ARTESANAS SAL DE MAR 150G","2600","0132400000","25"
"1325","CABRITAS CARAMELO 250G","2200","0132500000","25"
"1326","CHIS POP TUTTI FRUTI 200G","2200","0132600000","25"
"1327","CHOCO CRACS 160G","1500","0132700000","25"
"1328","GATOLATE 100G","1500","0132800000","25"
"1329","TRAGA TRAGA FRAMBUESA 200G","2200","0132900000","25"
"1330","LAYS STAX CREMA CEBOLLA 134G","2000","0133000000","25"
"1331","DORITOS FLAMINHOT DINAMITA 100","1500","0133100000","25"
"1332","DORITOS QUESO 200G","2100","0133200000","25"
"1333","DORITOS QUESO 240G","2600","0133300000","25"
"1334","DORITOS QUESO 285G","3500","0133400000","25"
"1335","CHEETOS QUESO 280G","2200","0133500000","25"
"1336","LAYS OREGANO 180G","2200","0133600000","25"
"1337","LAYS KETCHUP 180G","2200","0133700000","25"
"1338","LAYS CORTE AMERICANO 200G","2200","0133800000","25"
"1339","LAYS ARTESANAS SALSA VERDE 150","2200","0133900000","25"
"1340","LAYS JAMON SERRANO 180G","2200","0134000000","25"
"1341","TAKIS ORIGINAL 200G","2300","0134100000","25"
"1342","LAYS STAX QUESO CHEDDAR 134G","2000","0134200000","25"
"1343","DORITOS DINAMITA AJI LIMON 100","1500","0134300000","25"
"1344","TIKA PATAGONIA 100G","2300","0134400000","25"
"1345","TIKA NATIVAS ANDINAS 100G","2200","0134500000","25"
"1346","MANI SALADO MARCO POLO 160G","1300","0134600000","25"
"1347","MANI SIN SAL MARCO POLO 150G","1150","0134700000","25"
"1348","MANI C/ PASAS MARCO POLO 180G","1450","0134800000","25"
"1349","MANI JAPONES MARCO POLO 100G","1150","0134900000","25"
"1350","MANI SAL C/MIEL MARCO POLO 150","1550","0135000000","25"
"1351","MANI SALADO EVERCRISP 140G","1200","0135100000","25"
"1352","MANI SALADO EVERCRISP 380G","2700","0135200000","25"
"1353","MANI SIN SAL EVERCRISP 140G","1000","0135300000","25"
"1354","TODDY CLASICA 142.5G","1700","0135400000","25"
"1355","POPCORN CARAMELO MARCOPOLO 250","2450","0135500000","25"
"1356","PAPAS CREMA CIB MARCO POLO 200","2500","0135600000","25"
"1357","PAPAS BARBEQUE MARCO POLO 200G","2450","0135700000","25"
"1358","PAPAS JAM SERR MARCO POLO 200","2500","0135800000","25"
"1359","RUSTICAS SAL MAR MARCOPOLO 185","3000","0135900000","25"
"1360","MIX PAPAS NATIV MARCO POLO 180","3350","0136000000","25"
"1361","VEGETALES RUST MARCO POLO 180G","3350","0136100000","25"
"1362","RAMITAS ORIGINAL MARCO POLO 23","1750","0136200000","25"
"1363","RUSTICAS MERKEN MARCO POLO 185","3000","0136300000","25"
"1364","RAMITAS QUESO MARCO POLO 230G","1750","0136400000","25"
"1365","PAPAS CASERAS MARCO POLO 230G","2300","0136500000","25"
"1366","PAPAS CORTE AME MARCO POLO 230","2300","0136600000","25"
"1367","CABRITAS CARAMELO FRUNA 400G","1900","0136700000","25"
"1368","CRUNCHIS POPS TUTTIF 200G","1990","0136800000","25"
"1369","CRUNCHIS TUBOS QUESO 200G","1990","0136900000","25"
"1370","CRUNCHIS SUFLES PAPA 220G","1900","0137000000","25"
"1371","MINI KUKY 40G","450","0137100000","25"
"1372","MINI TRITON CHOCOLATE 40G","450","0137200000","25"
"1373","MINI VINO MCKAY 40G","450","0137300000","25"
"1374","GALLETA BON O BON 95G","1750","0137400000","25"
"1375","DINDON 45G","350","0137500000","25"
"1376","TUAREG COCO 48G","350","0137600000","25"
"1377","CHUBI 90G","1200","0137700000","25"
"1378","ROCKLETS CHOCOLATE 95G","1450","0137800000","25"
"1379","ROCKLETS MANI 95G","1450","0137900000","25"
"1380","ROCKLETS CORN 130G","1300","0138000000","25"
"1381","TWISTOS JAMON IBERICO 100G","1550","0138100000","25"
"1382","NATUR TRIGO 100G","1460","0138200000","25"
"1383","NATUR ARROZ 20G","360","0138300000","25"
"1384","NATUR TRIGO 20G","360","0138400000","25"
"1385","NATUR MAIZ 20G","360","0138500000","25"
"1386","CAPRI MENTA 30G","500","0138600000","25"
"1387","CAPRI FRUTILLA 30G","500","0138700000","25"
"1388","TRENTO DARK 32G","800","0138800000","25"
"1389","ROCKLETS CHOCOLATE 30G","600","0138900000","25"
"1390","ROCKLETS CHOCOLATE BLANCO 30G","650","0139000000","25"
"1391","GAME 3 TAPAS DULCE LECHE 60G","600","0139100000","25"
"1392","SAFARI CHOCOLATE 20G","300","0139200000","25"
"1393","OBA OBA 21G","380","0139300000","25"
"1394","TRES NEGRITOS 24G","300","0139400000","25"
"1395","INKAT 26G","350","0139500000","25"
"1396","SERRANITA LIMON 64G","250","0139600000","25"
"1397","CARIOCA FRUNA 64G","250","0139700000","25"
"1398","TURRON MANI DOS EN UNO 45G","450","0139800000","25"
"1399","TURRON MANI ARCOR 25G","350","0139900000","25"
"1400","CHOCMAN COSTA 33G","250","0140000000","25"
"1401","CHOCMAN BLACK 33G","250","0140100000","25"
"1402","YOGHURT LOS ALERCES PACK FAMIL","2400","0140200000","25"
"1403","LOS ALERCES PACK FAMILIAR 12X","2400","0140300000","25"
"1404","TUBOS FRUTILLA FINI 80G","1100","0140400000","25"
"1405","TUBOS UVA ACIDA FINI 80G","1100","0140500000","25"
"1406","MOGUL OSITOS 90G","1150","0140600000","25"
"1407","HUEVOS FRITOS FINI 90G","1100","0140700000","25"
"1408","TUBOS UVA FINI 80G","1100","0140800000","25"
"1409","IN KAT CRUNCH 80G","1000","0140900000","25"
"1410","IN KAT CRUNCH MANI 80G","1000","0141000000","25"
"1411","SNICKERS 52.7G","1600","0141100000","25"
"1412","SNICKERS ALMENDRA 43.4G","1500","0141200000","25"
"1413","GOLAZO 25G","270","0141300000","25"
"1414","TRENTO CHEESCAKE MARANGO 32G","800","0141400000","25"
"1415","NUTELLA GO 52G","2150","0141500000","25"
"1416","NUTELLA 140G","4100","0141600000","25"
"1417","SAHNE NUSS 14G","400","0141700000","25"
"1418","SAHNE NUSS 30G","800","0141800000","25"
"1419","TRENCITO 14G","400","0141900000","25"
"1420","TRENCITO 24G","550","0142000000","25"
"1421","KIT KAT 41.5G","800","0142100000","25"
"1422","LENGUITAS DE GATO 40G","1390","0142200000","25"
"1423","COSTA RAMA 40G","1320","0142300000","25"
"1424","M&M PEANUT 49.3G","1700","0142400000","25"
"1425","M&M CHOCOLATE 47.9G","1700","0142500000","25"
"1426","LENGUACIDO XL MANZANA","300","0142600000","25"
"1427","MENTOS FRUTAS","550","0142700000","25"
"1428","MENTOS MENTA","550","0142800000","25"
"1429","HALLS SPEARMINT LYPTUS","400","0142900000","25"
"1430","HALLS MENTOL CEREZA LYPTUS","400","0143000000","25"
"1431","HALLS LIMON Y MIEL","400","0143100000","25"
"1432","HALLS MORA AZUL LYPTUS","400","0143200000","25"
"1433","HALLS MENTOL Y EUCALIPTO","400","0143300000","25"
"1434","HALLS MENTHO LYPTUS","400","0143400000","25"
"1435","ALKA 2 FRIO MENTOL 8U","650","0143500000","25"
"1436","TRIDENT FRESA 8.5G","400","0143600000","25"
"1437","TRIDENT YERBABUENA 8.5G","400","0143700000","25"
"1438","TRIDENT MENTA 8.5G","400","0143800000","25"
"1439","TRIDENT YERBABUENA 18UN","1000","0143900000","25"
"1440","TRIDENT FRESHMINT 18UN","1100","0144000000","25"
"1441","TRIDENT SANDIA 18UN","1000","0144100000","25"
"1442","TRIDENT MENTA 35UN","2550","0144200000","25"
"1443","TRIDENT FRESA 35UN","2550","0144300000","25"
"1444","MENTOS KISS FRUTA 50U","2550","0144400000","25"
"1445","MENTOS KISS MENTA 50U","2550","0144500000","25"
"1446","MENTOS PURE FRESH 15U","1690","0144600000","25"
"1447","ORBIT BUBBLEMINT X46","4120","0144700000","25"
"1448","ORBIT MENTA X46","4150","0144800000","25"
"1449","ORBIT MENTA 10U","890","0144900000","25"
"1450","ORBIT ARANDANO 10U","890","0145000000","25"
"1451","ORBIT HIERBABUENA 10U","890","0145100000","25"
"1452","ORBIT BUBBLEMINT 10U","890","0145200000","25"
"1453","BIGTIME REFRESCANTE 6U","450","0145300000","25"
"1454","BIGTIME STRONG 6U","450","0145400000","25"
"1455","BIGTIME AQUA 6U","450","0145500000","25"
"1456","BIGTIME SANDIA 6U","450","0145600000","25"
"1457","BIGTIME MENTA 6U","450","0145700000","25"
"1458","BIGTIME ULTRA MENTA 12U","1000","0145800000","25"
"1459","TIC TAC SANDIA MIX","850","0145900000","25"
"1460","TIC TAC MENTA FRESCA","850","0146000000","25"
"1461","TIC TAC NARANJA","850","0146100000","25"
"1462","TIC TAC MENTA","850","0146200000","25"
"1463","GUAGUITAS AMBROSOLI 300G","2200","0146300000","25"
"1464","QUEQUE VAINILLA IDEAL 200G","2300","0146400000","25"
"1465","QUEQUE MARMOLADO IDEAL 200G","2300","0146500000","25"
"1466","ROLLO MARINELA","700","0146600000","25"
"1467","TKCH MARINELA","700","0146700000","25"
"1468","ALFI MARINELA 40G","700","0146800000","25"
"1469","RAYITA MARINELA 60G","860","0146900000","25"
"1470","GANSITO MARINELA 50G","950","0147000000","25"
"1471","PINGUINOS MARINELA 80G","1150","0147100000","25"
"1472","MANKEKE MARINELA 120G","1150","0147200000","25"
"1473","LAGUITO LAGOS D SUR 70G","800","0147300000","25"
"1474","CRIOLLITA WILLI EIRL","1100","0147400000","25"
"1475","HUEVITO WILLI EIRL","1100","0147500000","25"
"1476","COCADA WILLI EIRL","1100","0147600000","25"
"1477","RODELA GALLETA WILLI EIRL","1100","0147700000","25"
"1478","GUAGUITAS WILLI EIRL","1100","0147800000","25"
"1479","MALVA COCO WILLI EIRL","1100","0147900000","25"
"1480","CUCHUFLI MANJAR WILLI EIRL","1100","0148000000","25"
"1481","GARRAPI ADO WILLI EIRL","1100","0148100000","25"
"1482","TRUFA WILLI EIRL","1100","0148200000","25"
"1483","LENGUAS WILLI EIRL","1100","0148300000","25"
"1484","SUSTANCIA BA ADA WILLI EIRL","1100","0148400000","25"
"1485","CUCHUFLI CHOCOLATE WILLI EIRL","1100","0148500000","25"
"1486","BARQUILLO SUSTANCIA WILLI EIRL","1100","0148600000","25"
"1487","MERENGUE WILLI EIRL","1100","0148700000","25"
"1488","SUSTANCIA WILLI EIRL","1100","0148800000","25"
"1489","CHOCOLO WILLI EIRL","1100","0148900000","25"
"1490","GARNIER NEGRO INTENSO 1.0","3500","0149000000","25"
"1491","GARNIER NEGRO 2.0","3500","0149100000","25"
"1492","GARNIER CASTA O OSCURO 3.0","3500","0149200000","25"
"1493","GARNIER CASTA O 4.0","3500","0149300000","25"
"1494","GARNIER CASTA O CLARO 5.0","3500","0149400000","25"
"1495","GARNIER CASTA O CLARO DOR 5.3","3150","0149500000","25"
"1496","GARNIER RUBIO OSCURO 6.0","3500","0149600000","25"
"1497","GARNIER RUBIO OSCURO CEN 6.1","3500","0149700000","25"
"1498","GARNIER RUB OSC DOR CAOBA 6.35","3500","0149800000","25"
"1499","GARNIER ROJO PASION 6.66","3500","0149900000","25"
"1500","GARNIER CHOCOLATE 6.7","3500","0150000000","25"
"1502","GARNIER RUBIO CLARO 8.0","3500","0150200000","25"
"1503","GARNIER RUBIO CLARO CENIZO 8.1","3500","0150300000","25"
"1504","LEBLON PROTECTOR SOLAR 50+ 50G","1700","0150400000","25"
"1505","COLONIA VERDE BABYLAND 210ML","2790","0150500000","25"
"1506","COLONIA AMARILLA BABYLAND 210M","2790","0150600000","25"
"1507","TALCO PARA PIES BROOKS 80G","2600","0150700000","25"
"1508","TALCO NI OS BABYLAND 100G","2600","0150800000","25"
"1509","TEST EMBARAZO HELSELAB","1650","0150900000","25"
"1510","TEST EMBARAZO CASSETTE HCG","1650","0151000000","25"
"1511","SENSORPLUS LONG LOVE 3UN","1990","0151100000","25"
"1512","SENSORPLUS ULTRA SENSIBLE 3U","1990","0151200000","25"
"1513","ALGODONES REDONDOS MULTIUSO 80","1450","0151300000","25"
"1514","ALCOHOL DESNAT DIFEM 125ML","1800","0151400000","25"
"1515","ALCOHOL 70  ANALIA 60ML","1020","0151500000","25"
"1516","QUITAESMALTE OLEOSO KADUS 110M","2150","0151600000","25"
"1517","AGUA OXIGENADA KADUS 110 CC","1200","0151700000","25"
"1518","QUITAESMALTE CITRICO ANALIA 40","800","0151800000","25"
"1519","COTONES EXTRA SUAVE 100UN","1400","0151900000","25"
"1520","YOGHURT ZUCOSOS 142G","750","0152000000","25"
"1521","YOGHURT MILO 142G","750","0152100000","25"
"1522","YOGHURT CHOCAPIC 142G","750","0152200000","25"
"1523","YOGHURT TRIX 142G","750","0152300000","25"
"1524","NESCAFE CAPPUCCINO 330ML","1290","0152400000","25"
"1525","NESCAFE MOKACCINO 330ML","1290","0152500000","25"
"1526","TRENCITO LECHE 200ML","680","0152600000","25"
"1527","MILO LECHE 200ML","680","0152700000","25"
"1528","CREMA DE LECHE NESTLE 200ML","1410","0152800000","25"
"1529","CREMA DE LECHE NESTLE 1L","5750","0152900000","25"
"1530","YOGHURT BATIDO DAMASCO NESTLE","310","0153000000","25"
"1531","YOGHURT BATIDO VAINILLA NESTLE","310","0153100000","25"
"1532","YOGHURT BATIDO FRUTILLA NESTLE","310","0153200000","25"
"1533","YOGHURT GRIEGO NATURAL NESTLE","460","0153300000","25"
"1534","CHIQUITIN PLATANO NESTLE 45G","380","0153400000","25"
"1535","CHIQUITIN FRUTILLA NESTLE 45G","380","0153500000","25"
"1536","CHAMYTO S/AZUCAR FRUTILLA","350","0153600000","25"
"1537","CHAMYTO S/AZUCAR PLATANO","350","0153700000","25"
"1538","COMPOTA PERA NESTLE","500","0153800000","25"
"1539","LECHE ASADA NESTLE","650","0153900000","25"
"1540","JALEA NESTLE FRAMBUESA","400","0154000000","25"
"1541","JALEA NESTLE GUINDA","400","0154100000","25"
"1542","JALEA NESTLE NARANJA","400","0154200000","25"
"1543","JALEA NESTLE PI A","400","0154300000","25"
"1544","CHANDELLE MANJAR","860","0154400000","25"
"1545","VIVO MIFRUT MANZANA","570","0154500000","25"
"1546","VIVO MIFRUT PERA","570","0154600000","25"
"1547","CREMA PARA BATIR COLUN 200ML","1180","0154700000","25"
"1548","CREMA PARA BATIR COLUN 1L","4950","0154800000","25"
"1549","COLUN YOGHURT FRUTILLA","280","0154900000","25"
"1550","COLUN YOGHURT FRAMBUESA","280","0155000000","25"
"1551","COLUN YOGHURT MORA","280","0155100000","25"
"1552","COLUN YOGHURT S/LACTOSA MORA","350","0155200000","25"
"1553","COLUN YOGHURT S/LACTOSA DAMASC","350","0155300000","25"
"1554","COLUN YOGHURT S/LACTOSA FRUTIL","350","0155400000","25"
"1555","YOGHURT COLUN D SUR FRUTOS SEC","490","0155500000","25"
"1556","YOGHURT COLUN D SUR FRUTOS ROJ","490","0155600000","25"
"1557","COLUN YOGHURT LIGHT FRUTILLA","290","0155700000","25"
"1558","LECHE CULTIVADA COLUN FRUTILLA","580","0155800000","25"
"1559","LECHE CULTIVADA COLUN CHIRIMOY","580","0155900000","25"
"1560","POSTRES DEL SUR COLUN CHOC BLA","550","0156000000","25"
"1561","1 + 1 MINI COOKIES SOPROLE","710","0156100000","25"
"1562","SOPROLE YOGHITO PLATANO","280","0156200000","25"
"1563","SOPROLE YOGHITO FRAMBUESA","280","0156300000","25"
"1564","SOPROLE YOGHITO VAINILLA","280","0156400000","25"
"1565","SOPROLE YOGHITO DAMASCO","280","0156500000","25"
"1566","SOPROLE YOGHITO MORA","280","0156600000","25"
"1567","BATIFRUT FRUTILLA SOPROLE","670","0156700000","25"
"1568","BATIFRUT PI A SOPROLE","670","0156800000","25"
"1569","BATIFRUT MORA SOPROLE","670","0156900000","25"
"1570","SOPROLE PROTEIN+ VAINILLA","690","0157000000","25"
"1571","SOPROLE PROTEIN+ NATURAL","690","0157100000","25"
"1572","SOPROLE S/AZUCAR NATURAL 120G","320","0157200000","25"
"1573","SOPROLE S/AZUCAR FRUTILLA 120G","350","0157300000","25"
"1574","SOPROLE ZEROLACTO CHIRIMOYA","400","0157400000","25"
"1575","SOPROLE ZEROLACTO FRUTILLA","400","0157500000","25"
"1576","SOPROLE JALEA PI A 110G","300","0157600000","25"
"1577","FLAN SOPROLE CARAMELO","380","0157700000","25"
"1578","FLAN SOPROLE VAINILLA","380","0157800000","25"
"1579","MANJARATE SOPROLE ORIGINAL","750","0157900000","25"
"1580","GOLD TRADICIONAL SOPROLE","720","0158000000","25"
"1581","SOPROLE CREMA ESPESA 200ML","1400","0158100000","25"
"1582","LECHE CON AVENA SOPROLE 200ML","500","0158200000","25"
"1583","CREMA CHANTILLY SOPROLE 250G","4100","0158300000","25"
"1584","CREMA VEGETAL CALO 1L","5200","0158400000","25"
"1585","CREMA DE LECHE LONCO LECHE 200","1640","0158500000","25"
"1586","DOVE MEN + CARE 150ML","3200","0158600000","25"
"1587","CAREZZA COSTA 160G","3650","0158700000","25"
"1588","SAHNE NUSS 90G","2600","0158800000","25"
"1589","SAHNE NUSS 160G","4250","0158900000","25"
"1590","SAHNE NUSS 250G","6780","0159000000","25"
"1591","AMBRONUSS 100G","1150","0159100000","25"
"1592","GOLDEN NUSS 140G","2700","0159200000","25"
"1593","IN KAT XL 90G","1000","0159300000","25"
"1594","IN KAT MANI XL 90G","1000","0159400000","25"
"1595","MILKA OREO 100G","2950","0159500000","25"
"1596","MILKA CARAMELO 100G","2690","0159600000","25"
"1597","MILKA STRAWBERRY 100G","2100","0159700000","25"
"1598","MILKA CHOCOLATE BLANCO 90G","2950","0159800000","25"
"1599","TRENCITO 80G","1900","0159900000","25"
"1600","TRENCITO 150G","3550","0160000000","25"
"1601","LAYS QUESO CHEDDAR 180G","2200","0160100000","25"
"1602","CUSCUS CAROZZI 250G","1900","0160200000","25"
"1603","ARROZ MIRAFLORES GRADO 1 1KG","2900","0160300000","25"
"1604","CHOLGAS NATURAL SAN JOSE 190G","2150","0160400000","25"
"1605","YERBA MATE PIPORE 250G","1590","0160500000","25"
"1606","PASTELERA GOURMET 400G","3350","0160600000","25"
"1607","MAIZENA DROPA 100G","2000","0160700000","25"
"1608","GELATINA S/SABOR GOURMET","1690","0160800000","25"
"1609","ROYAL POLVOS HORNEAR 30G","600","0160900000","25"
"1610","ARROZ CAMPO LINDO GRADO 2 1KG","1550","0161000000","25"
"1611","SEMOLA LUCCHETTI 250G","1100","0161100000","25"
"1612","ARROZ TUCAPEL GRADO 2 500G","1000","0161200000","25"
"1613","CHANTILLY VANCOOK 60G","750","0161300000","25"
"1614","NESCAFE 3 EN 1 24G","550","0161400000","25"
"1615","NESCAFE CAPPUCCINO 14G","600","0161500000","25"
"1616","NESCAFE DOBLE CHOCA MOKA 14G","600","0161600000","25"
"1617","NESCAFE VAINILLA LATTE 14G","600","0161700000","25"
"1618","NESCAFE MOKA 14G","600","0161800000","25"
"1619","GOLD CHOCO MOKA LATTE 15G","590","0161900000","25"
"1620","TRENCITO COLORES 125G","1950","0162000000","25"
"1621","TRENCITO AIREADO 105G","2200","0162100000","25"
"1622","SAHNE NUSS CRUCH CARAMELO 160G","3600","0162200000","25"
"1623","CAPRI MENTA 90G","1450","0162300000","25"
"1624","CAPRI ALMENDRA 90G","1450","0162400000","25"
"1625","CAPRI FRUTILLA 90G","1450","0162500000","25"
"1626","CAPRI GUINDA 90G","1450","0162600000","25"
"1627","CAPRI TRUFA 90G","1450","0162700000","25"
"1628","TRENCITO POSTRE 70G","710","0162800000","25"
"1630","CHANDELLE CHOCOLATE","860","0163000000","25"
"1631","AMBERRIES 25G","300","0163100000","25"
"1632","FLIPY 25G","250","0163200000","25"
"1633","FRUTILLA CREMA 25G","250","0163300000","25"
"1634","AMBROSITO 25G","250","0163400000","25"
"1635","LOOP 25G","250","0163500000","25"
"1636","FULL LIMON 27G","300","0163600000","25"
"1637","MENTITIAS ZERO 21G","300","0163700000","25"
